sample,_study,EIF4A1,EIF4E,EIF4G1,EIF4EBP1,RPS6KB1,MYC,_sample_type,primary disease or tissue,OS,OS.time
TCGA-FY-A3I4-01,TCGA,13.6653,10.5759,14.0528,8.583,9.928,11.3936,Primary Tumor,Thyroid Carcinoma,0,542
TCGA-NA-A4QV-01,TCGA,13.6648,10.4366,14.3114,11.3691,10.0514,10.1733,Primary Tumor,Uterine Carcinosarcoma,0,4269
TCGA-DD-AAW3-01,TCGA,13.6646,10.2926,14.0485,8.9792,9.997,10.6901,Primary Tumor,Liver Hepatocellular Carcinoma,0,1633
TCGA-ET-A39S-01,TCGA,13.6645,11.2858,13.4845,7.371,9.7223,10.9375,Primary Tumor,Thyroid Carcinoma,0,1676
TCGA-FL-A1YT-11,TCGA,13.6642,10.551,12.9569,9.2983,10.5382,11.3196,Solid Tissue Normal,Uterine Corpus Endometrioid Carcinoma,,
TCGA-TQ-A7RJ-01,TCGA,13.664,10.8741,13.3789,9.2633,10.4716,11.1642,Primary Tumor,Brain Lower Grade Glioma,0,1229
TCGA-TM-A84J-01,TCGA,13.6635,11.7894,13.456,10.2334,10.7663,12.1649,Primary Tumor,Brain Lower Grade Glioma,0,735
TCGA-UT-A88G-01,TCGA,13.6635,10.3423,13.9542,11.3283,9.7634,10.9553,Primary Tumor,Mesothelioma,1,76
TCGA-BJ-A45E-01,TCGA,13.6633,10.5047,13.486,9.615,9.8588,10.5157,Primary Tumor,Thyroid Carcinoma,0,639
TCGA-CG-4472-01,TCGA,13.6626,10.9335,13.9966,9.7403,10.4721,11.8149,Primary Tumor,Stomach Adenocarcinoma,0,365
TCGA-VT-A80J-02,TCGA,13.6624,10.7429,15.3723,12.4347,9.8256,13.7529,Recurrent Tumor,Sarcoma,0,796
TCGA-97-A4M1-01,TCGA,13.6624,10.5131,13.0387,9.2104,9.9166,8.8991,Primary Tumor,Lung Adenocarcinoma,0,601
TCGA-HT-7469-01,TCGA,13.6619,11.4371,13.2579,8.7946,10.6624,10.7436,Primary Tumor,Brain Lower Grade Glioma,1,351
TCGA-D5-5541-01,TCGA,13.6617,11.7922,13.759,11.6483,10.5608,14.7122,Primary Tumor,Colon Adenocarcinoma,0,1701
TCGA-HT-7877-01,TCGA,13.6609,11.0605,13.1568,8.4888,10.5714,11.0993,Primary Tumor,Brain Lower Grade Glioma,0,4
TCGA-24-1557-01,TCGA,13.6605,10.9198,15.1759,11.2179,9.1546,12.4021,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,1213
TCGA-CZ-5451-01,TCGA,13.6598,10.3662,12.4986,10.7523,9.9216,10.7602,Primary Tumor,Kidney Clear Cell Carcinoma,0,1929
TCGA-EJ-7784-11,TCGA,13.6596,11.3638,13.8739,8.1212,10.6725,11.4949,Solid Tissue Normal,Prostate Adenocarcinoma,0,781
TCGA-J2-A4AD-01,TCGA,13.6593,11.7065,13.9305,10.9294,12.3374,10.0727,Primary Tumor,Lung Adenocarcinoma,1,550
TCGA-BP-4769-01,TCGA,13.6584,10.6215,13.1164,10.0174,10.3969,11.8418,Primary Tumor,Kidney Clear Cell Carcinoma,0,1876
TCGA-BH-A18F-01,TCGA,13.6583,11.0751,13.6934,9.2348,10.022,11.4965,Primary Tumor,Breast Invasive Carcinoma,0,1001
TCGA-97-7552-01,TCGA,13.6578,11.1536,13.766,8.6612,10.2171,11.0032,Primary Tumor,Lung Adenocarcinoma,0,1932
TCGA-QR-A706-01,TCGA,13.6578,10.8745,13.2951,9.4327,9.973,10.0334,Primary Tumor,Pheochromocytoma & Paraganglioma,0,125
TCGA-VQ-A8PU-01,TCGA,13.657,11.8095,14.5189,10.041,10.3113,11.9339,Primary Tumor,Stomach Adenocarcinoma,1,832
TCGA-CG-4304-01,TCGA,13.6568,11.5748,13.7882,9.9556,10.7516,11.9845,Primary Tumor,Stomach Adenocarcinoma,0,
TCGA-CC-A9FS-01,TCGA,13.6558,10.4444,13.9892,10.5613,10.272,12.2823,Primary Tumor,Liver Hepatocellular Carcinoma,0,211
TCGA-25-1329-01,TCGA,13.6555,10.8972,14.4519,10.2391,10.206,12.422,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,457
TCGA-29-1707-02,TCGA,13.6552,11.3673,13.5165,12.1585,9.8099,12.3862,Recurrent Tumor,Ovarian Serous Cystadenocarcinoma,0,1277
TCGA-E2-A153-01,TCGA,13.655,10.3159,13.4933,9.7163,10.3389,11.9793,Primary Tumor,Breast Invasive Carcinoma,0,707
TCGA-F5-6863-01,TCGA,13.6543,11.3375,14.1802,10.6581,9.7731,11.8267,Primary Tumor,Rectum Adenocarcinoma,1,361
TCGA-BH-A18S-01,TCGA,13.6541,11.432,13.4966,10.2235,11.0614,10.8468,Primary Tumor,Breast Invasive Carcinoma,1,2009
TCGA-D8-A1XY-01,TCGA,13.654,11.2301,14.2502,10.2641,11.4741,10.5934,Primary Tumor,Breast Invasive Carcinoma,0,503
TCGA-SR-A6MS-01,TCGA,13.6534,11.2115,13.8234,11.0723,9.4893,9.261,Primary Tumor,Pheochromocytoma & Paraganglioma,0,2492
TCGA-FE-A3PD-01,TCGA,13.6533,11.4123,13.3683,7.0516,10.088,8.4398,Primary Tumor,Thyroid Carcinoma,0,2396
TCGA-QT-A7U0-01,TCGA,13.6533,10.3457,14.0572,8.0295,10.075,8.2707,Primary Tumor,Pheochromocytoma & Paraganglioma,0,398
TCGA-S9-A6TY-01,TCGA,13.6532,11.2336,13.2508,9.4531,10.4871,11.0804,Primary Tumor,Brain Lower Grade Glioma,0,1076
TCGA-77-7138-11,TCGA,13.6531,10.8983,13.5364,8.3118,10.4386,10.4761,Solid Tissue Normal,Lung Squamous Cell Carcinoma,1,340
TCGA-D8-A1XS-01,TCGA,13.6526,11.7501,13.6664,8.3747,11.496,12.0335,Primary Tumor,Breast Invasive Carcinoma,0,496
TCGA-2Z-A9J9-01,TCGA,13.6525,10.7323,13.2713,8.3644,10.1782,11.0433,Primary Tumor,Kidney Papillary Cell Carcinoma,0,2294
TCGA-BR-8362-01,TCGA,13.6522,11.3564,14.6844,9.9927,10.9395,13.0469,Primary Tumor,Stomach Adenocarcinoma,1,398
TCGA-HU-A4GN-11,TCGA,13.6522,10.9961,13.428,9.7374,10.5604,14.5358,Solid Tissue Normal,Stomach Adenocarcinoma,0,912
TCGA-D8-A146-01,TCGA,13.6518,11.1839,13.8989,9.0783,10.4941,9.9321,Primary Tumor,Breast Invasive Carcinoma,0,643
TCGA-E2-A1LS-01,TCGA,13.6517,10.7395,13.1184,10.1394,9.8959,12.5191,Primary Tumor,Breast Invasive Carcinoma,0,1604
TCGA-EL-A3ZG-01,TCGA,13.6513,11.4958,13.7374,9.0482,9.7649,10.4172,Primary Tumor,Thyroid Carcinoma,0,2724
TCGA-06-0125-02,TCGA,13.6509,10.9667,13.4027,10.2057,10.1387,10.7148,Recurrent Tumor,Glioblastoma Multiforme,1,1448
TCGA-05-4433-01,TCGA,13.6506,11.1675,14.0792,9.5824,9.7979,11.363,Primary Tumor,Lung Adenocarcinoma,0,730
TCGA-QH-A6CW-01,TCGA,13.6504,10.8763,13.3902,9.3897,10.0158,12.1958,Primary Tumor,Brain Lower Grade Glioma,0,414
TCGA-BP-5181-01,TCGA,13.6503,10.474,13.1082,10.1582,9.9823,11.6162,Primary Tumor,Kidney Clear Cell Carcinoma,0,1495
TCGA-TM-A84S-01,TCGA,13.6502,10.9768,13.1266,9.7594,10.1856,11.1961,Primary Tumor,Brain Lower Grade Glioma,0,454
TCGA-DV-5567-01,TCGA,13.6501,10.482,13.2445,8.845,10.3593,11.1592,Primary Tumor,Kidney Clear Cell Carcinoma,0,2004
TCGA-QR-A703-01,TCGA,13.6499,10.4521,12.2666,10.3663,9.519,8.6235,Primary Tumor,Pheochromocytoma & Paraganglioma,0,1167
TCGA-TM-A7CA-01,TCGA,13.6498,11.1358,13.2816,9.629,10.6864,10.8082,Primary Tumor,Brain Lower Grade Glioma,0,1058
TCGA-EE-A2MR-06,TCGA,13.6497,11.4227,13.3965,9.9806,10.7643,12.2483,Metastatic,Skin Cutaneous Melanoma,0,4088
TCGA-4C-A93U-01,TCGA,13.6495,11.15,13.6415,8.3967,9.8908,10.1746,Primary Tumor,Thyroid Carcinoma,0,129
TCGA-VQ-A8PQ-01,TCGA,13.6493,11.1644,14.0164,9.4055,11.0438,12.6598,Primary Tumor,Stomach Adenocarcinoma,1,476
TCGA-2H-A9GQ-01,TCGA,13.6492,11.7002,14.4819,9.992,12.1314,11.8685,Primary Tumor,Esophageal Carcinoma,1,128
TCGA-2Y-A9H5-01,TCGA,13.6489,11.1468,13.6677,8.6983,9.858,10.0236,Primary Tumor,Liver Hepatocellular Carcinoma,1,555
TCGA-RD-A8N9-01,TCGA,13.6488,11.0052,13.7547,9.8986,10.7525,12.1073,Primary Tumor,Stomach Adenocarcinoma,0,1083
TCGA-EY-A4KR-01,TCGA,13.6483,11.8172,14.5518,10.7364,10.8592,12.7605,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,1,346
TCGA-CM-6169-01,TCGA,13.6474,11.4256,13.4872,9.9778,10.1955,13.7952,Primary Tumor,Colon Adenocarcinoma,0,396
TCGA-BR-6456-01,TCGA,13.6472,10.5634,14.0337,10.3732,9.9367,13.5928,Primary Tumor,Stomach Adenocarcinoma,1,526
TCGA-CZ-5461-11,TCGA,13.6469,11.6912,13.3307,8.2082,10.0186,11.4817,Solid Tissue Normal,Kidney Clear Cell Carcinoma,1,330
TCGA-EM-A22J-01,TCGA,13.6465,11.5974,13.6577,7.7824,10.063,7.7743,Primary Tumor,Thyroid Carcinoma,0,441
TCGA-55-A48X-01,TCGA,13.6458,10.5876,14.2738,9.2901,10.2971,10.2817,Primary Tumor,Lung Adenocarcinoma,0,689
TCGA-B7-A5TN-01,TCGA,13.6452,10.4435,13.9157,11.4155,10.3392,11.2755,Primary Tumor,Stomach Adenocarcinoma,0,287
TCGA-EL-A3N3-11,TCGA,13.645,11.524,13.7287,6.8947,10.7061,10.7902,Solid Tissue Normal,Thyroid Carcinoma,0,5423
TCGA-A2-A4RW-01,TCGA,13.6445,11.5487,13.9458,8.8055,10.4044,11.4257,Primary Tumor,Breast Invasive Carcinoma,0,222
TCGA-13-1409-01,TCGA,13.6445,10.2705,13.7775,11.2387,9.3224,12.1374,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,1742
TCGA-CZ-5466-11,TCGA,13.6443,11.5569,13.0763,8.5856,10.1149,10.4678,Solid Tissue Normal,Kidney Clear Cell Carcinoma,0,685
TCGA-CJ-5681-11,TCGA,13.6441,11.4627,13.5119,9.1879,10.4675,11.0118,Solid Tissue Normal,Kidney Clear Cell Carcinoma,1,552
TCGA-DU-8158-01,TCGA,13.6441,11.2457,13.6926,8.9357,10.6496,9.7221,Primary Tumor,Brain Lower Grade Glioma,1,155
TCGA-77-7337-11,TCGA,13.6441,11.0671,13.1992,8.3186,10.2408,10.4861,Solid Tissue Normal,Lung Squamous Cell Carcinoma,1,3253
TCGA-BR-8080-01,TCGA,13.644,10.04,13.6909,10.6189,10.3703,12.3296,Primary Tumor,Stomach Adenocarcinoma,1,292
TCGA-CE-A27D-01,TCGA,13.6437,10.7956,13.5337,8.3107,10.1104,9.505,Primary Tumor,Thyroid Carcinoma,0,374
TCGA-W5-AA30-11,TCGA,13.6435,10.4209,14.1315,10.019,9.758,12.1388,Solid Tissue Normal,Cholangiocarcinoma,0,1153
TCGA-KO-8405-01,TCGA,13.6433,11.8464,13.4102,9.0793,9.4162,10.2554,Primary Tumor,Kidney Chromophobe,0,3056
TCGA-CC-A7IH-01,TCGA,13.6431,10.6139,14.1277,9.7783,9.7921,10.6827,Primary Tumor,Liver Hepatocellular Carcinoma,0,365
TCGA-ZA-A8F6-01,TCGA,13.643,10.3853,13.4689,10.6993,10.1224,12.0764,Primary Tumor,Stomach Adenocarcinoma,0,525
TCGA-XF-A8HB-01,TCGA,13.6428,11.3271,13.9919,11.6086,9.7991,11.6713,Primary Tumor,Bladder Urothelial Carcinoma,0,1370
TCGA-QR-A700-01,TCGA,13.6425,10.8567,13.2105,10.7223,9.5752,10.0667,Primary Tumor,Pheochromocytoma & Paraganglioma,0,978
TCGA-YL-A8HK-01,TCGA,13.6421,11.3966,14.4528,9.3654,10.8511,11.5283,Primary Tumor,Prostate Adenocarcinoma,0,1491
TCGA-13-1496-01,TCGA,13.6421,11.1686,13.3988,11.1489,9.5771,10.0055,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,129
TCGA-CD-A4MI-01,TCGA,13.6416,11.4594,13.0224,10.2496,10.4217,10.9211,Primary Tumor,Stomach Adenocarcinoma,1,358
TCGA-G9-6348-11,TCGA,13.6415,11.0385,13.3332,9.9692,10.123,10.2972,Solid Tissue Normal,Prostate Adenocarcinoma,0,1515
TCGA-FP-8210-01,TCGA,13.6412,10.2615,13.6373,10.0204,10.2886,12.0435,Primary Tumor,Stomach Adenocarcinoma,1,153
TCGA-BJ-A2N9-01,TCGA,13.6411,11.1122,13.3945,7.8973,9.2535,7.5881,Primary Tumor,Thyroid Carcinoma,0,623
TCGA-EL-A3GY-01,TCGA,13.6409,11.3835,13.9397,7.8616,10.149,11.0652,Primary Tumor,Thyroid Carcinoma,0,3076
TCGA-CF-A1HR-01,TCGA,13.6408,11.1037,14.5212,10.8328,10.1755,10.186,Primary Tumor,Bladder Urothelial Carcinoma,0,389
TCGA-E2-A1LS-11,TCGA,13.6407,10.8468,13.892,9.8723,11.2887,12.6423,Solid Tissue Normal,Breast Invasive Carcinoma,0,1604
TCGA-55-A57B-01,TCGA,13.6403,11.7251,14.3622,9.0142,10.2275,11.6081,Primary Tumor,Lung Adenocarcinoma,0,546
TCGA-EJ-5507-01,TCGA,13.6402,11.8682,14.2011,9.6223,10.4168,10.8347,Primary Tumor,Prostate Adenocarcinoma,0,1457
TCGA-RW-A67W-01,TCGA,13.6402,11.0286,11.9723,9.969,9.4897,7.8004,Primary Tumor,Pheochromocytoma & Paraganglioma,0,604
TCGA-86-8671-01,TCGA,13.64,10.6597,13.5082,9.3952,9.8155,10.1817,Primary Tumor,Lung Adenocarcinoma,0,839
TCGA-B0-4813-01,TCGA,13.6399,10.3052,12.8769,11.3427,11.0259,11.29,Primary Tumor,Kidney Clear Cell Carcinoma,1,18
TCGA-EM-A2OZ-01,TCGA,13.6395,11.6436,14.052,9.2679,10.4005,9.6832,Primary Tumor,Thyroid Carcinoma,0,1033
TCGA-QQ-A8VD-01,TCGA,13.6394,10.4083,13.6053,9.9058,10.1512,9.3997,Primary Tumor,Sarcoma,0,3964
TCGA-EJ-A8FP-01,TCGA,13.6393,11.0197,13.8045,9.255,10.2641,10.7955,Primary Tumor,Prostate Adenocarcinoma,0,299
TCGA-SR-A6MQ-01,TCGA,13.6392,11.0483,12.8441,9.0153,10.2023,10.2355,Primary Tumor,Pheochromocytoma & Paraganglioma,0,2087
TCGA-TT-A6YK-01,TCGA,13.6389,10.772,13.2167,9.4055,10.0169,12.4132,Primary Tumor,Pheochromocytoma & Paraganglioma,0,1136
TCGA-91-6840-01,TCGA,13.6388,11.0316,14.1025,10.3806,9.8529,8.0984,Primary Tumor,Lung Adenocarcinoma,0,372
TCGA-56-8083-11,TCGA,13.6386,10.5477,13.7326,8.833,10.1142,10.8559,Solid Tissue Normal,Lung Squamous Cell Carcinoma,0,150
TCGA-AJ-A3OK-01,TCGA,13.6381,10.7273,12.6904,11.0826,9.8255,9.1317,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,0,485
TCGA-DD-AAD1-01,TCGA,13.638,10.6137,14.2233,9.2356,10.1362,11.7685,Primary Tumor,Liver Hepatocellular Carcinoma,0,564
TCGA-DJ-A3V9-01,TCGA,13.6372,11.3164,13.6215,7.9819,10.2405,10.4009,Primary Tumor,Thyroid Carcinoma,0,623
TCGA-EL-A4KG-01,TCGA,13.6372,11.2431,13.6313,9.0026,9.7868,9.0575,Primary Tumor,Thyroid Carcinoma,0,739
TCGA-DB-5279-01,TCGA,13.6357,11.099,13.1915,8.0788,10.6428,10.0297,Primary Tumor,Brain Lower Grade Glioma,0,1354
TCGA-44-3919-01,TCGA,13.6353,11.3989,13.8588,9.9263,10.9398,10.9321,Primary Tumor,Lung Adenocarcinoma,1,1026
TCGA-DD-AADA-01,TCGA,13.6353,10.4727,13.3699,9.324,9.98,8.7603,Primary Tumor,Liver Hepatocellular Carcinoma,0,1233
TCGA-2Y-A9HA-01,TCGA,13.6352,10.6849,14.6153,10.6419,10.1968,10.6331,Primary Tumor,Liver Hepatocellular Carcinoma,1,36
TCGA-49-AAR4-01,TCGA,13.6348,10.6042,13.8476,10.2773,10.5699,10.5807,Primary Tumor,Lung Adenocarcinoma,1,879
TCGA-EE-A2GC-06,TCGA,13.6346,11.1882,13.5483,9.6541,10.3941,12.5107,Metastatic,Skin Cutaneous Melanoma,0,2051
TCGA-FG-6689-01,TCGA,13.6346,10.9255,12.96,8.6379,10.391,11.1024,Primary Tumor,Brain Lower Grade Glioma,0,454
TCGA-69-7761-01,TCGA,13.6345,11.4878,13.8614,9.5362,10.5873,10.3191,Primary Tumor,Lung Adenocarcinoma,0,186
TCGA-FG-7638-01,TCGA,13.6345,10.9551,12.9026,9.1022,10.1402,10.558,Primary Tumor,Brain Lower Grade Glioma,0,686
TCGA-E9-A1RC-11,TCGA,13.6339,10.7566,13.8736,10.115,11.15,9.9276,Solid Tissue Normal,Breast Invasive Carcinoma,0,1224
TCGA-DD-A11D-11,TCGA,13.6337,10.6176,14.295,10.3211,9.8484,11.6267,Solid Tissue Normal,Liver Hepatocellular Carcinoma,1,1560
TCGA-F5-6864-01,TCGA,13.6333,11.2346,13.8545,10.5919,10.1599,13.1163,Primary Tumor,Rectum Adenocarcinoma,0,379
TCGA-69-A59K-01,TCGA,13.6332,11.5762,14.9733,10.1573,10.3377,11.331,Primary Tumor,Lung Adenocarcinoma,0,591
TCGA-EJ-7331-11,TCGA,13.6332,11.1229,13.9172,8.7525,10.2995,9.8201,Solid Tissue Normal,Prostate Adenocarcinoma,0,742
TCGA-E1-A7Z4-01,TCGA,13.6328,11.0113,13.2671,9.3089,10.5126,10.6488,Primary Tumor,Brain Lower Grade Glioma,1,4412
TCGA-CZ-4864-11,TCGA,13.6325,11.1619,13.7063,8.8022,9.8367,10.1178,Solid Tissue Normal,Kidney Clear Cell Carcinoma,1,2830
TCGA-JW-A69B-01,TCGA,13.6323,11.5321,13.6393,10.4649,10.5785,7.1295,Primary Tumor,Cervical & Endocervical Cancer,0,863
TCGA-DU-A6S2-01,TCGA,13.6321,11.1824,13.4841,8.2125,10.1859,12.1774,Primary Tumor,Brain Lower Grade Glioma,0,777
TCGA-69-7764-01,TCGA,13.6319,10.4906,13.8302,8.5152,10.8862,8.7483,Primary Tumor,Lung Adenocarcinoma,0,414
TCGA-YL-A8SA-01,TCGA,13.6313,11.0794,14.4247,9.8121,10.6467,9.504,Primary Tumor,Prostate Adenocarcinoma,0,512
TCGA-A6-6140-01,TCGA,13.6307,11.3876,14.1139,10.1489,9.7628,14.0275,Primary Tumor,Colon Adenocarcinoma,0,734
TCGA-BQ-7044-11,TCGA,13.6306,11.4851,13.1763,9.3886,9.6083,10.4794,Solid Tissue Normal,Kidney Papillary Cell Carcinoma,0,3760
TCGA-CJ-5679-11,TCGA,13.6302,11.3797,13.4546,8.3812,10.1633,11.1215,Solid Tissue Normal,Kidney Clear Cell Carcinoma,1,679
TCGA-FL-A1YN-11,TCGA,13.6302,10.6987,13.0387,9.2857,10.2284,11.4987,Solid Tissue Normal,Uterine Corpus Endometrioid Carcinoma,,
TCGA-D9-A4Z5-01,TCGA,13.6289,9.6095,14.1058,10.2522,9.5983,12.9916,Primary Tumor,Skin Cutaneous Melanoma,0,218
TCGA-B0-4707-01,TCGA,13.6288,9.7658,13.3104,9.9308,10.1423,11.7313,Primary Tumor,Kidney Clear Cell Carcinoma,1,600
TCGA-DU-7301-01,TCGA,13.6285,11.5277,13.3144,9.2051,10.6108,10.5867,Primary Tumor,Brain Lower Grade Glioma,1,788
TCGA-P5-A5EZ-01,TCGA,13.6285,11.1301,13.0008,10.1745,10.3768,11.671,Primary Tumor,Brain Lower Grade Glioma,0,70
TCGA-EM-A3SZ-01,TCGA,13.6284,11.2912,13.6036,7.6054,9.8444,8.3518,Primary Tumor,Thyroid Carcinoma,0,389
TCGA-AR-A0U4-01,TCGA,13.6282,11.8447,14.3649,11.2051,10.8925,13.23,Primary Tumor,Breast Invasive Carcinoma,0,3261
TCGA-13-0905-01,TCGA,13.6278,10.8186,13.3686,11.2625,8.9269,10.6765,Primary Tumor,Ovarian Serous Cystadenocarcinoma,0,3746
TCGA-EM-A2CP-01,TCGA,13.6272,11.4792,13.9115,8.0269,10.1668,10.1411,Primary Tumor,Thyroid Carcinoma,0,91
TCGA-DJ-A2Q5-01,TCGA,13.6272,10.9484,13.6054,8.0334,10.0657,9.1576,Primary Tumor,Thyroid Carcinoma,0,1140
TCGA-CG-4469-01,TCGA,13.6266,11.6951,13.801,10.2535,10.1145,12.8042,Primary Tumor,Stomach Adenocarcinoma,1,215
TCGA-EM-A2P1-06,TCGA,13.6266,11.0643,13.4001,7.9959,10.0113,9.2427,Metastatic,Thyroid Carcinoma,0,531
TCGA-RM-A68W-01,TCGA,13.6259,10.5397,13.1604,11.7116,9.2091,9.0151,Primary Tumor,Pheochromocytoma & Paraganglioma,0,28
TCGA-AR-A1AM-01,TCGA,13.6258,11.185,13.8761,9.2831,10.595,10.7276,Primary Tumor,Breast Invasive Carcinoma,0,2991
TCGA-EL-A3CX-01,TCGA,13.6253,11.2188,13.408,9.248,9.6135,9.8811,Primary Tumor,Thyroid Carcinoma,0,3243
TCGA-EL-A3T0-11,TCGA,13.6246,11.5156,13.8617,7.4741,10.3388,9.4125,Solid Tissue Normal,Thyroid Carcinoma,0,4335
TCGA-HT-A614-01,TCGA,13.6244,10.815,13.0029,8.9932,10.0789,11.4787,Primary Tumor,Brain Lower Grade Glioma,0,82
TCGA-91-8497-01,TCGA,13.6244,10.4506,13.1685,9.6853,9.9256,10.5561,Primary Tumor,Lung Adenocarcinoma,1,434
TCGA-DD-AAVV-01,TCGA,13.6244,9.8776,14.329,11.3594,9.8509,10.9566,Primary Tumor,Liver Hepatocellular Carcinoma,0,2455
TCGA-HU-A4HB-01,TCGA,13.6243,10.7967,13.7675,10.5385,10.712,11.1431,Primary Tumor,Stomach Adenocarcinoma,1,477
TCGA-IP-7968-01,TCGA,13.6241,10.7497,14.6374,10.3985,10.5677,12.8056,Primary Tumor,Stomach Adenocarcinoma,0,77
TCGA-HC-7742-01,TCGA,13.624,11.3539,14.5442,9.5371,10.4299,10.4799,Primary Tumor,Prostate Adenocarcinoma,0,938
TCGA-OR-A5JI-01,TCGA,13.624,11.2024,13.6668,9.9109,10.4278,8.2843,Primary Tumor,Adrenocortical Cancer,0,2331
TCGA-24-2298-01,TCGA,13.6239,10.9208,14.1906,12.0841,10.6084,12.4817,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,1620
TCGA-PE-A5DE-01,TCGA,13.6237,10.3253,13.7742,9.8754,9.7939,10.9573,Primary Tumor,Breast Invasive Carcinoma,0,2645
TCGA-E9-A1RI-11,TCGA,13.6236,11.4439,13.2612,9.797,11.5824,10.3542,Solid Tissue Normal,Breast Invasive Carcinoma,0,1449
TCGA-DB-A75M-01,TCGA,13.6236,10.8508,13.6042,9.2045,9.7115,11.4497,Primary Tumor,Brain Lower Grade Glioma,0,544
TCGA-QH-A6X8-01,TCGA,13.6235,10.9812,13.4408,9.7231,10.054,11.1272,Primary Tumor,Brain Lower Grade Glioma,0,509
TCGA-04-1655-01,TCGA,13.6234,10.3666,13.9161,11.4032,9.0739,9.9433,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,1380
TCGA-DU-8166-01,TCGA,13.6232,11.404,13.0892,8.3851,10.6948,10.6973,Primary Tumor,Brain Lower Grade Glioma,0,516
TCGA-EJ-7794-11,TCGA,13.6232,10.9755,13.8613,8.6683,10.583,11.3868,Solid Tissue Normal,Prostate Adenocarcinoma,0,1306
TCGA-XF-A9SK-01,TCGA,13.6232,10.248,13.7354,11.3107,9.7665,8.9185,Primary Tumor,Bladder Urothelial Carcinoma,1,486
TCGA-LB-A9Q5-01,TCGA,13.6231,10.3952,13.7112,11.7954,9.567,12.3351,Primary Tumor,Pancreatic Adenocarcinoma,1,313
TCGA-3X-AAVC-01,TCGA,13.6228,11.2555,14.5224,10.1948,9.8946,10.9627,Primary Tumor,Cholangiocarcinoma,0,709
TCGA-3C-AAAU-01,TCGA,13.6226,10.6981,14.5621,9.6692,10.758,11.9056,Primary Tumor,Breast Invasive Carcinoma,0,4047
TCGA-AO-A0JJ-01,TCGA,13.6224,11.0013,13.2099,9.8226,10.8215,10.4597,Primary Tumor,Breast Invasive Carcinoma,0,1887
TCGA-FG-A4MW-01,TCGA,13.6221,10.9225,13.034,10.0103,9.6972,9.2423,Primary Tumor,Brain Lower Grade Glioma,1,559
TCGA-EM-A2CS-01,TCGA,13.6219,11.2442,13.5789,7.5036,10.0378,9.6994,Primary Tumor,Thyroid Carcinoma,0,841
TCGA-28-2510-01,TCGA,13.6217,11.1647,13.3355,9.1169,9.929,9.4686,Primary Tumor,Glioblastoma Multiforme,,
TCGA-EW-A1OV-01,TCGA,13.6214,11.2072,13.9067,8.8345,10.2469,9.2992,Primary Tumor,Breast Invasive Carcinoma,0,789
TCGA-S9-A6TX-01,TCGA,13.6202,10.758,13.4182,10.1467,9.8829,11.3675,Primary Tumor,Brain Lower Grade Glioma,0,1245
TCGA-ZU-A8S4-11,TCGA,13.6198,10.3572,14.4059,9.9097,9.7617,11.4519,Solid Tissue Normal,Cholangiocarcinoma,1,98
TCGA-DY-A0XA-01,TCGA,13.6195,11.2674,13.4414,9.7957,9.9402,14.171,Primary Tumor,Rectum Adenocarcinoma,0,3846
TCGA-BC-4072-01,TCGA,13.6193,10.7357,13.5851,9.33,10.4701,11.3287,Primary Tumor,Liver Hepatocellular Carcinoma,1,1490
TCGA-X4-A8KQ-01,TCGA,13.6189,11.0989,13.4795,9.777,10.0121,11.2092,Primary Tumor,Prostate Adenocarcinoma,0,1383
TCGA-EM-A22P-01,TCGA,13.6188,10.9881,13.2797,8.4417,10.2081,10.8656,Primary Tumor,Thyroid Carcinoma,0,1256
TCGA-E2-A1LG-01,TCGA,13.6188,10.659,14.1684,10.5645,10.8808,12.645,Primary Tumor,Breast Invasive Carcinoma,0,1523
TCGA-W2-A7HH-01,TCGA,13.6186,11.2347,13.71,8.0097,9.8948,9.9472,Primary Tumor,Pheochromocytoma & Paraganglioma,0,779
TCGA-IG-A7DP-01,TCGA,13.6185,10.4279,13.6211,10.5393,10.2631,11.6283,Primary Tumor,Esophageal Carcinoma,0,452
TCGA-A6-2680-11,TCGA,13.6183,10.9086,13.4236,8.7306,9.8583,10.3021,Solid Tissue Normal,Colon Adenocarcinoma,0,1068
TCGA-HE-A5NI-01,TCGA,13.6182,9.5701,13.2852,9.841,9.6129,10.2587,Primary Tumor,Kidney Papillary Cell Carcinoma,0,360
TCGA-CM-6167-01,TCGA,13.6181,11.2571,13.4672,9.3666,10.357,12.1799,Primary Tumor,Colon Adenocarcinoma,0,456
TCGA-44-2657-01,TCGA,13.6174,11.3712,13.2111,9.1977,10.2212,10.0647,Primary Tumor,Lung Adenocarcinoma,0,1351
TCGA-GM-A2DO-01,TCGA,13.6174,10.6649,12.5358,11.5305,10.8666,9.8317,Primary Tumor,Breast Invasive Carcinoma,0,2596
TCGA-E8-A2JQ-11,TCGA,13.6172,11.376,13.5147,7.8028,10.2128,10.085,Solid Tissue Normal,Thyroid Carcinoma,0,356
